id,query,annotator 1,annotator 2,annotator 3
73976,nitrate ointment,2,0,2
82693,postpartum for c section,2,0,2
89322,rv prosta relief,2,0,2
17880,body architec posture corrector,2,2,2
55494,japanese skin scare,2,0,0
74901,nylon varicose veins socks for women,2,2,2
89225,rust remover for stainless steel,2,1,0
61154,leg recovery system,2,1,1
67012,melatonin magnesium sleep,2,1,2
92910,shoulder corrector for women,2,2,2
104132,tooth grinding,2,2,2
72907,nerv modulus,2,2,2
84036,psychic nightmare,2,2,2
71076,mouse repellent ultrasonic plug in,2,1,2
76987,oxygen tester for your finger,2,1,0
68756,micro crimp removal tool,2,2,1
36354,ear pinning without surgery,2,2,1
103265,tint removal kit,2,2,2
98239,stoma support,2,1,2
72030,nail clippers for thick toenails,2,0,2
70748,mosquito patches,2,0,0
82705,posture support,2,2,2
34613,dog urine water,2,2,2
26803,clearrear experience a new clean,2,0,2
91322,seagull deterrent,2,1,2
57308,keto burn,2,1,1
34321,dog brush for shedding furmurator,2,1,0
83734,protection from dist,2,1,1
105277,trim removal tools,2,2,2
70239,mole trap,2,2,2
63983,lower back massager with heat,2,2,2
17002,bladderwrack,2,0,0
69742,mirror repair,2,1,2
33738,disk cleaner and scratch remover,2,2,2
9301,ankle stabilizer for men,2,2,2
55096,itchy skin relief for dogs b01h0wq14y,2,2,2
92707,shoe repair,2,2,2
108303,vertigo,2,2,2
89226,rust remover license plate,2,2,2
98997,sugar tester diabetes kit without needle,2,0,0
32416,deodorizing balls,2,0,0
72374,natural sleep aids without melatonin,2,1,2
87918,roach bait traps,2,2,1
20711,burning spray,2,2,0
20025,brown algae remover aquarium,2,2,1
62803,liquid adhesive remover,2,2,2
50351,hex bugs,2,2,2
58794,knee compression sleeve,2,2,1
105634,tucks medicated pads postpartum,2,2,0
31843,dcleaning clutter,2,0,2
110817,wheelchair cushions for pressure sores,2,1,1
70839,motivation to exercise,2,0,0
72644,neck brace,2,1,1
38922,eye stye treatment,2,2,1
70670,morning cleanse,2,0,2
73458,nighttime wrist brace carpal tunnel women,2,2,2
48354,hair growth,2,2,2
87777,ring worm cream for humans,2,2,2
8366,alternator pulley removal tool,2,0,2
9452,antibiotic ointment packets,2,0,2
102063,the headache hat,2,2,1
48386,hair removal,2,2,2
49873,heat recovery ventilator,2,0,2
99522,surgical pathology,2,0,0
68493,metatarsal pads men,2,2,1
39265,facial hair removal for women,2,1,1
79215,pet corrector spray for dogs,2,1,2
72667,neck traction pulley device,2,1,2
53415,inspiration journal to help focus,2,2,0
75311,oil recovery kit,2,1,2
38640,exhalation,2,1,0
9431,anti slip for dogs feet,2,1,2
39829,fear inoculum,2,0,0
80965,plaque and tartar remover,2,2,2
12400,back stretcher,2,2,2
20701,burn belly fat men,2,2,2
111421,whitening teeth,2,2,2
109712,warm compress neck,2,2,2
24029,caulk remover,2,2,2
43621,furniture clinic leather stain remover,2,0,2
99755,sweet sweat,2,0,0
28285,compression leak tester,2,0,0
23296,carpet deodorizer,2,1,1
54787,ipl hair removal system,2,0,0
12016,baby head shaping pillow for flat head prevention,2,2,2
48355,hair growth oil,2,2,2
37541,emissions,2,0,0
14943,bent but not broken,2,0,0
80894,plant netting for bugs,2,2,1
92918,shoulder pulley for physical therapy over the door,2,0,2
104483,toxic pads for feet,2,1,2
64286,lung compressor,2,1,1
40592,first aid,2,0,1
84736,puzzles for elderly adults with dementia,2,2,0
16564,black head remover electric,2,2,1
66138,mask for germ protection,2,2,1
93629,simons emergency orthopedic,2,0,0
9289,ankle brace,2,1,0
35733,dryer balls lint remover,2,1,1
28624,control,2,0,0
20379,bug barrier spray,2,1,0
33162,diet pills,2,1,1
24477,cervic,2,0,0
70675,morning recovery original,2,1,1
95604,social stories for children with autism,2,1,0
95415,snow removal brush for car extendable,2,1,2
62701,lint remover,2,1,2
33563,diseases of the breast,2,2,1
38744,extension power cord repair kit,2,1,1
9404,anti fatigue comfort floor,2,1,1
87045,remove bags under eyes for men,2,2,2
14835,belly bandit postpartum belly wrap,2,1,2
82468,portable lint remover,2,1,1
95223,smoothing hair treatment,2,1,1
14846,belly sweat cream for women,2,2,1
58719,kitten onesies recovery small,2,1,0
79232,pet hair remover furniture,2,1,1
50051,heel scrubber for feet,2,1,1
103341,tip 2 toe professional electric callus remover,2,0,0
10426,aromathery inhaler,2,1,1
61461,lemongrass ant spray,2,1,1
102696,thin copper arthritis rings for women,2,0,1
106499,ultrathon insect repellent,2,1,1
98242,stomach ease tea yogi,2,1,0
2532,2 day cleanse,2,0,0
114666,y strap neck chiropractor,2,1,1
70361,monistat 3 day treatment,2,0,0
50593,highland leg cramps,2,2,2
9596,apnea the best,2,2,0
82716,pot holes drainage discs,2,0,2
81117,plastic tragus earrings for surgery,2,0,0
64287,lung exercises,2,1,0
113883,workout resistance bands for legs and butt,2,0,0
79231,pet hair remover,2,1,2
95531,soak off gel polish remover,2,1,2
60233,laser hair removal,2,1,2
111885,windshield repair kit,2,1,2
112659,women stabilizing ankle brace for running,2,1,2
70203,moisturizer for face,2,0,0
83716,prostate massager,2,0,0
57739,kids chlorine removal shampoo,2,1,2
36979,elbow compression,2,1,1
91138,screen door repair kit,2,1,2
50544,high temperature porcelain repair,2,1,2
39247,face wrinkle patches,2,2,2
36334,ear candles for ear candling wax removal,2,2,2
24480,cervical peanut,2,1,0
9470,antiperspirant for men,2,2,2
32477,dermal infusion facial,2,0,0
57656,kidney stones dissolver,2,2,2
23830,cat immune,2,2,2
38753,exterior ant traps,2,1,2
17165,blister bandaids,2,0,2
68628,mice traps,2,2,2
92035,sexual performance pills for men,2,1,2
14844,belly support for pregnant women,2,2,2
19672,breathe right large clear,2,0,2
38972,eyelid lift without surgery,2,2,2
39894,feline calming collar,2,0,2
38645,exhaust manifold repair kit,2,1,2
90456,sandles with toe corrector,2,2,2
51547,household painter remover,2,2,2
16957,blackhead,2,2,2
40657,fish oil joint support,2,1,2
86680,refresh eye drops,2,2,2
22649,captivator fly traps,2,2,2
99662,sweat bee traps outdoor,2,2,2
53603,internal car engine clean,2,2,2
28430,conception fertility prenatal,2,1,2
34448,dog joint supplement,2,2,2
66246,mastectomy pillow,2,2,2
13580,bath aids for disabled and elderly,2,1,2
87086,repair tool kit,2,0,2
52049,humidor solution,2,1,2
109552,wall patch repair kit,2,1,2
110515,weeds control without poisons,2,2,2
43451,fungicide shampoo puppues,2,1,2
106691,under eye dark circles cream,2,2,2
82703,posture corrector straps,2,2,2
115778,zipper repair kit,2,0,2
17223,blood pressure cuff wrist,2,0,2
98262,stone oven repair kit,2,2,2
14840,belly fat burner,2,2,2
24238,cell energy testosterone support for men,2,2,2
32910,diabetes ultra,2,0,2
17898,body fat burning cream,2,1,2
80762,pladtic o ring removal tool,2,0,2
71097,mouth spray,2,0,0
32210,delay condoms,2,0,0
10378,armpit whitening cream bleaching,2,1,2
82160,pool patch repair kit,2,1,2
26705,clear coat repair,2,1,2
62053,lice,2,2,2
62703,lint traps for washing,2,2,0
32121,deep wrinkle filler serum,2,2,0
105692,tummy control legging,2,2,2
59437,lace adhesive remover,2,1,2
65234,male groin trimmer,2,0,0
107975,vaseline intensive care,2,0,0
34320,dog brush for shedding,2,0,2
72432,natursl hair remover,2,0,2
32376,dental health,2,0,0
110813,wheel restoration,2,1,2
36336,ear cleaner for humans,2,1,2
38913,eye pads for dark eyes,2,2,2
85819,razor free hair removal,2,1,2
36698,edge control for babies,2,2,2
40108,fiberglass shoer repair,2,0,2
72171,nano scratch remover cloth,2,1,2
7148,age defying hand cream,2,0,2
76984,oxygen sensor repair kit,2,1,2
48387,hair removal for women,2,1,2
25384,chew necklace gnawrishing,2,0,0
20390,bug trap,2,1,2
106469,ultra sonic bird repellant,2,1,2
85023,quick clot powder,2,0,0
74044,no chew spray for dogs,2,1,2
41978,foot exfoliator,2,0,2
55467,japanese beetle traps,2,0,2
91614,self cleaning pet hair remover,2,1,2
49946,heating pad for menstrual,2,1,2
103205,time management tool,2,0,0
111439,whole body cleanse,2,0,0
49999,heavy duty pads postpartum,2,1,2
74680,numb cream,2,0,2
48357,hair growth serum,2,2,2
56524,juice cleanse 3 day,2,0,0
38885,eye cream treatment,2,1,2
9429,anti sieze compound,2,0,2
102952,thumb sucking,2,0,2
9395,anti aging eye cream,2,1,2
7346,air leak detector,2,0,2
95689,sofa savers firm up sagging furniture,2,0,2
11837,baby bum rash cream,2,1,2
14839,belly fat,2,2,2
85652,rat poison,2,1,2
13821,bathtub resurfacing kits,2,1,2
71077,mouse trap,2,1,2
62056,lice lifters moose,2,1,2
72671,neck whitening,2,1,2
40102,fiber termination kit,2,1,2
31129,cutter mosquito yard spray,2,0,2
92695,shoe odor sticks,2,2,2
30001,crema para aclarar el cuello,2,0,0
38949,eyeglass repair tool kit,2,1,2
101245,teeth cleaning tools,2,1,0
34624,dog's immune system,2,2,2
69272,mineral level,2,0,0
62411,lighting without electricity,2,0,0
99990,synthroid,2,2,0
80068,pimple patches,2,2,2
